Unnamed: 0,url,label,result
328491,https://www.yelp.com/biz/stone-mountain-clay-and-glaze-tucker,0,0
60800,https://www.ivanhill5478.blogspot.com/,0,0
191230,https://www.facebook.com/people/Reggie-Walton/1070104441,0,0
49392,https://www.freepages.genealogy.rootsweb.ancestry.com/~dwdrury/abell/index3.htm,0,0
240956,https://www.manchester.edu/Athletics/basketballm/moreNews.htm,0,0
343666,https://www.isca-louis.com/,0,0
43523,https://www.espn.go.com/nfl/player/stats/_/id/1884/aaron-brooks,0,0
34427,https://www.en.wikipedia.org/wiki/Ico,0,0
214385,https://www.huffingtonpost.com/2011/10/06/ritch-workman-florida-dwarf-tossing-law_n_998155.html,0,0
79166,https://www.nesoccertoday.com/?p=6721,0,0
218616,https://www.imdb.com/title/tt0045152/combined,0,0
333991,https://www.youtube.com/watch?v=ZKc9-nLJY8s,0,0
113644,https://www.video.agaclip.com/w=KC6rQevzHry,0,0
130286,https://www.allaboutturkey.com/intair.htm,0,0
164905,https://www.classmates.com/directory/public/memberprofile/list.htm?regId=8681923009,0,0
57206,https://www.hour.ca/2011/08/02/arcade-fire-to-play-free-pop-montreal-outdoor-show-on-september-22nd/,0,0
95989,https://www.scores.espn.go.com/mlb/preview?gameId=310922111,0,0
281116,https://www.reunion.com/josephgonder/,0,0
208453,https://www.hannibal.net/obituaries/x2063882135/Rhea-Lee-Brocksmith,0,0
110188,https://www.twitter.com/allanbezerra,0,0
44716,https://www.faculty.kirkwood.edu/aperkho/,0,0
36608,https://www.en.wikipedia.org/wiki/Major_League_Soccer,0,0
83794,https://www.palsautismschool.ca/?page_id=111,0,0
55843,https://www.history1900s.about.com/od/vietnamwar/a/vietnamwar.htm,0,0
266356,https://www.nydailynews.com/topics/Showboat+Atlantic+City,0,0
73173,https://www.momentumlive.org/,0,0
36645,https://www.en.wikipedia.org/wiki/Marc_Johnson,0,0
293869,https://www.spiritus-temporis.com/index/jim.html,0,0
291667,https://www.soccerassociation.com/cgi-bin/info.cgi?26/3959/puertoricoislanders,0,0
195520,https://www.fifa.com/associations/association=nir/goalprogramme/index.html,0,0
94941,https://www.rule34.booru.org/index.php?page=post&s=view&id=762395,0,0
315296,https://www.usatoday.com/community/tags/topic.aspx?req=tag&tag=RBC%20Capital%20Markets,0,0
334554,https://www.youtube.com/watch?v=cj9_yW8tZxs,0,0
159809,https://www.cduniverse.com/70's-collection-shes-a-lady-lyrics-3293408.htm,0,0
221999,https://www.ioffer.com/si/dennis%20eckersley,0,0
49192,https://www.freepages.genealogy.rootsweb.ancestry.com/~balmer04/1866.htm,0,0
77118,https://www.music.yahoo.com/persephones-bees/albums/,0,0
191971,https://www.facebook.com/topic.php?uid=2318586077&topic=6090,0,0
253101,https://www.musicaddict.com/mp3/walk-on-moufette.html,0,0
58011,https://www.icehockey.wikia.com/wiki/HK_MK_Bled,0,0
28686,https://www.en.wikipedia.org/wiki/1933_Chicago_White_Sox_season,0,0
62851,https://www.justjared.buzznet.com/2011/09/03/american-reunion-photo-booth-montage/,0,0
150341,https://www.biographi.ca/009004-119.01-e.php?BioId=38403,0,0
247365,https://www.metromoversinc.com/,0,0
35567,https://www.en.wikipedia.org/wiki/Kansas_City_University_of_Medicine_and_Biosciences,0,0
189409,https://www.facebook.com/pages/The-CJLO-Gospel-Unlimited-Show/104833749557679,0,0
268561,https://www.onlyscreensavers.com/free/animation.html,0,0
18017,https://www.closinglogosdreamlogos.wikia.com/wiki/TeleToon,0,0
226931,https://www.kevinmcdonald.vze.com/,0,0
267302,https://www.oceaniafootball.com/ofc/News/ViewArticle/tabid/125/Article/e398f142-3548-44b1-9d48-d0843c42d369/language/en-US/Default.aspx,0,0
274632,https://www.pornstar.com/Katrina_Kraven/,0,0
310965,https://www.trulia.com/property/3042585689-165-Epperson-Rd-Salisbury-NC-28147,0,0
318341,https://www.videosurf.com/videos/dennis+eckersley?vnf=1,0,0
296163,https://www.sports-reference.com/cfb/schools/ucla/1974-roster.html,0,0
118412,https://www.willyfogg.com/ja/search/Angelina-vs.-Vanessa-Kraven/page6.html,0,0
211873,https://www.hockeywilderness.com/2011/11/13/2559892/marco-scandella-out-with-a-concussion-deja-vu,0,0
326178,https://www.wyrmkeep.com/ite/ppc/credits.html,0,0
142531,https://www.artistdirect.com/artist/beneath-the-massacre/3894082,0,0
149539,https://www.bevfacey.ca/index.php?page=1375,0,0
126551,https://www.absoluteastronomy.com/topics/Joseph_Joachim,0,0
344717,https://whispers.theshoppe.com/,0,0
152261,https://www.bnminerals.com/,0,0
91722,https://www.qxvtevoli.tumblr.com/post/13627736226/hosyy-hheartts-eleventh-song-aiba-masaki-as,0,0
324987,https://www.worldsquash.org/ws/?p=2909,0,0
59517,https://www.intermodalindia.com/,0,0
10206,https://www.blogs.suntimes.com/blackhawks/2011/02/adam_burish_comes_to_patrick_k.html,0,0
136717,https://www.amazon.com/phrase/Andrew-Macphail,0,0
276901,https://www.publicrecords.com/people-search-records/cliff-compton,0,0
16125,https://www.cfn.scout.com/2/864456.html,0,0
189561,https://www.facebook.com/pages/Universit%C3%A9-de-Montr%C3%A9al/106327226065229,0,0
94337,https://www.rock.geosociety.org/membership/fellows.asp,0,0
63236,https://www.kansascity.salonseeker.com/,0,0
136241,https://www.amazon.com/Tin-Lily-Jeff-Black/dp/B0009X75VA,0,0
217139,https://www.imdb.com/name/nm0313640/,0,0
193352,https://www.fanbase.com/Richmond-Spiders-Mens-Basketball,0,0
